"","Species","a","b"
"6007","Sphenomorphus sheai",-5.125,3.229
"6008","Sphenomorphus shelfordi",-5.125,3.229
"6009","Sphenomorphus simus",-5.125,3.229
"6010","Sphenomorphus solomonis",-5.125,3.229
"6011","Sphenomorphus stellatus",-5.125,3.229
"6012","Sphenomorphus striolatus",-5.125,3.229
"6013","Sphenomorphus sungaicolus",-5.125,3.229
"6014","Sphenomorphus taiwanensis",-5.125,3.229
"6015","Sphenomorphus tanahtinggi",-5.125,3.229
"6016","Sphenomorphus tanneri",-5.125,3.229
"6017","Sphenomorphus taylori",-5.125,3.229
"6018","Sphenomorphus tenuiculus",-5.125,3.229
"6019","Sphenomorphus tersus",-5.125,3.229
"6020","Sphenomorphus tetradactylus",-4.207,2.471
"6021","Sphenomorphus tonkinensis",-5.125,3.229
"6022","Sphenomorphus transversus",-5.125,3.229
"6023","Sphenomorphus tridigitus",-4.207,2.471
"6024","Sphenomorphus tritaeniatus",-5.125,3.229
"6025","Sphenomorphus tropidonotus",-5.125,3.229
"6026","Sphenomorphus undulatus",-5.125,3.229
"6027","Sphenomorphus vanheurni",-5.125,3.229
"6028","Sphenomorphus variegatus",-5.125,3.229
"6029","Sphenomorphus wollastoni",-5.125,3.229
"6030","Sphenomorphus woodfordi",-5.125,3.229
"6031","Sphenomorphus zimmeri",-5.125,3.229
"6032","Spondylurus anegadae",-5.125,3.229
"6033","Spondylurus caicosae",-5.125,3.229
"6034","Spondylurus culebrae",-5.125,3.229
"6035","Spondylurus fulgidus",-5.125,3.229
"6036","Spondylurus haitiae",-5.125,3.229
"6037","Spondylurus lineolatus",-5.125,3.229
"6038","Spondylurus macleani",-5.125,3.229
"6039","Spondylurus magnacruzae",-5.125,3.229
"6040","Spondylurus martinae",-5.125,3.229
"6041","Spondylurus monae",-5.125,3.229
"6042","Spondylurus monitae",-5.125,3.229
"6043","Spondylurus nitidus",-5.125,3.229
"6044","Spondylurus powelli",-5.125,3.229
"6045","Spondylurus semitaeniatus",-5.125,3.229
"6046","Spondylurus sloanii",-5.125,3.229
"6047","Spondylurus spilonotus",-5.125,3.229
"6048","Spondylurus turksae",-5.125,3.229
"6049","Stellagama stellio",-4.686,3.105
"6050","Stenocercus aculeatus",-3.884,2.719
"6051","Stenocercus albolineatus",-3.884,2.719
"6052","Stenocercus amydrorhytus",-3.884,2.719
"6053","Stenocercus angel",-3.884,2.719
"6054","Stenocercus angulifer",-3.884,2.719
"6055","Stenocercus apurimacus",-3.884,2.719
"6056","Stenocercus arndti",-3.884,2.719
"6057","Stenocercus azureus",-3.884,2.719
"6058","Stenocercus boettgeri",-3.884,2.719
"6059","Stenocercus bolivarensis",-3.884,2.719
"6060","Stenocercus cadlei",-3.884,2.719
"6061","Stenocercus caducus",-3.884,2.719
"6062","Stenocercus carrioni",-3.884,2.719
"6063","Stenocercus chinchaoensis",-3.884,2.719
"6064","Stenocercus chlorostictus",-3.884,2.719
"6065","Stenocercus chota",-3.884,2.719
"6066","Stenocercus chrysopygus",-3.884,2.719
"6067","Stenocercus crassicaudatus",-3.884,2.719
"6068","Stenocercus cupreus",-3.884,2.719
"6069","Stenocercus doellojuradoi",-3.884,2.719
"6070","Stenocercus dumerilii",-3.884,2.719
"6071","Stenocercus empetrus",-3.884,2.719
"6072","Stenocercus erythrogaster",-3.884,2.719
"6073","Stenocercus eunetopsis",-3.884,2.719
"6074","Stenocercus festae",-3.884,2.719
"6075","Stenocercus fimbriatus",-3.884,2.719
"6076","Stenocercus formosus",-3.884,2.719
"6077","Stenocercus frittsi",-3.884,2.719
"6078","Stenocercus guentheri",-3.884,2.719
"6079","Stenocercus haenschi",-3.884,2.719
"6080","Stenocercus huancabambae",-3.884,2.719
"6081","Stenocercus humeralis",-3.884,2.719
"6082","Stenocercus imitator",-3.884,2.719
"6083","Stenocercus iridescens",-3.884,2.719
"6084","Stenocercus ivitus",-3.884,2.719
"6085","Stenocercus johaberfellneri",-3.884,2.719
"6086","Stenocercus lache",-3.884,2.719
"6087","Stenocercus latebrosus",-3.884,2.719
"6088","Stenocercus limitaris",-3.884,2.719
"6089","Stenocercus marmoratus",-3.884,2.719
"6090","Stenocercus melanopygus",-3.884,2.719
"6091","Stenocercus modestus",-3.884,2.719
"6092","Stenocercus nigromaculatus",-3.884,2.719
"6093","Stenocercus nubicola",-3.884,2.719
"6094","Stenocercus ochoai",-3.884,2.719
"6095","Stenocercus omari",-3.884,2.719
"6096","Stenocercus orientalis",-3.884,2.719
"6097","Stenocercus ornatissimus",-3.884,2.719
"6098","Stenocercus ornatus",-3.884,2.719
"6099","Stenocercus pectinatus",-3.884,2.719
"6100","Stenocercus percultus",-3.884,2.719
"6101","Stenocercus praeornatus",-3.884,2.719
"6102","Stenocercus prionotus",-3.884,2.719
"6103","Stenocercus puyango",-3.884,2.719
"6104","Stenocercus quinarius",-3.884,2.719
"6105","Stenocercus rhodomelas",-3.884,2.719
"6106","Stenocercus roseiventris",-3.884,2.719
"6107","Stenocercus santander",-3.884,2.719
"6108","Stenocercus scapularis",-3.884,2.719
"6109","Stenocercus simonsii",-3.884,2.719
"6110","Stenocercus sinesaccus",-3.884,2.719
"6111","Stenocercus squarrosus",-3.884,2.719
"6112","Stenocercus stigmosus",-3.884,2.719
"6113","Stenocercus torquatus",-3.884,2.719
"6114","Stenocercus trachycephalus",-3.884,2.719
"6115","Stenocercus tricristatus",-3.884,2.719
"6116","Stenocercus variabilis",-3.884,2.719
"6117","Stenocercus varius",-3.884,2.719
"6118","Stenodactylus affinis",-4.242,2.761
"6119","Stenodactylus arabicus",-4.242,2.761
"6120","Stenodactylus doriae",-4.242,2.761
"6121","Stenodactylus grandiceps",-4.242,2.761
"6122","Stenodactylus leptocosymbotes",-4.242,2.761
"6123","Stenodactylus mauritanicus",-4.242,2.761
"6124","Stenodactylus petrii",-4.242,2.761
"6125","Stenodactylus pulcher",-4.242,2.761
"6126","Stenodactylus sharqiyahensis",-4.242,2.761
"6127","Stenodactylus slevini",-4.242,2.761
"6128","Stenodactylus stenurus",-4.242,2.761
"6129","Stenodactylus sthenodactylus",-4.242,2.761
"6130","Stenodactylus yemenensis",-4.242,2.761
"6131","Stenolepis ridleyi",-5.178,3.302
"6132","Strobilurus torquatus",-3.884,2.719
"6133","Strophurus assimilis",-4.804,3.057
"6134","Strophurus ciliaris",-4.804,3.057
"6135","Strophurus congoo",-4.804,3.057
"6136","Strophurus elderi",-4.804,3.057
"6137","Strophurus horneri",-4.804,3.057
"6138","Strophurus intermedius",-4.804,3.057
"6139","Strophurus jeanae",-4.804,3.057
"6140","Strophurus krisalys",-4.804,3.057
"6141","Strophurus mcmillani",-4.804,3.057
"6142","Strophurus michaelseni",-4.804,3.057
"6143","Strophurus rankini",-4.804,3.057
"6144","Strophurus robinsoni",-4.804,3.057
"6145","Strophurus spinigerus",-4.804,3.057
"6146","Strophurus strophurus",-4.804,3.057
"6147","Strophurus taeniatus",-4.804,3.057
"6148","Strophurus taenicauda",-4.804,3.057
"6149","Strophurus trux",-4.804,3.057
"6150","Strophurus wellingtonae",-4.804,3.057
"6151","Strophurus williamsi",-4.804,3.057
"6152","Strophurus wilsoni",-4.804,3.057
"6153","Tachygyia microlepis",-5.125,3.229
"6154","Takydromus albomaculosus",-4.543,2.951
"6155","Takydromus amurensis",-4.543,2.951
"6156","Takydromus dorsalis",-4.543,2.951
"6157","Takydromus formosanus",-4.543,2.951
"6158","Takydromus hani",-4.543,2.951
"6159","Takydromus haughtonianus",-4.543,2.951
"6160","Takydromus hsuehshanensis",-4.543,2.951
"6161","Takydromus intermedius",-4.543,2.951
"6162","Takydromus khasiensis",-4.543,2.951
"6163","Takydromus kuehnei",-4.543,2.951
"6164","Takydromus luyeanus",-4.543,2.951
"6165","Takydromus madaensis",-4.543,2.951
"6166","Takydromus sauteri",-4.543,2.951
"6167","Takydromus septentrionalis",-4.543,2.951
"6168","Takydromus sexlineatus",-4.543,2.951
"6169","Takydromus sikkimensis",-4.543,2.951
"6170","Takydromus smaragdinus",-4.543,2.951
"6171","Takydromus stejnegeri",-4.543,2.951
"6172","Takydromus sylvaticus",-4.543,2.951
"6173","Takydromus tachydromoides",-4.543,2.951
"6174","Takydromus toyamai",-4.543,2.951
"6175","Takydromus viridipunctatus",-4.543,2.951
"6176","Takydromus wolteri",-4.543,2.951
"6177","Tarentola albertschwartzi",-4.482,2.945
"6178","Tarentola americana",-4.482,2.945
"6179","Tarentola angustimentalis",-4.482,2.945
"6180","Tarentola annularis",-4.482,2.945
"6181","Tarentola bischoffi",-4.482,2.945
"6182","Tarentola boavistensis",-4.482,2.945
"6183","Tarentola bocagei",-4.482,2.945
"6184","Tarentola boehmei",-4.482,2.945
"6185","Tarentola boettgeri",-4.482,2.945
"6186","Tarentola caboverdiana",-4.482,2.945
"6187","Tarentola chazaliae",-4.482,2.945
"6188","Tarentola crombiei",-4.482,2.945
"6189","Tarentola darwini",-4.482,2.945
"6190","Tarentola delalandii",-4.482,2.945
"6191","Tarentola deserti",-4.482,2.945
"6192","Tarentola ephippiata",-4.482,2.945
"6193","Tarentola fascicularis",-4.482,2.945
"6194","Tarentola fogoensis",-4.482,2.945
"6195","Tarentola gigas",-4.482,2.945
"6196","Tarentola gomerensis",-4.482,2.945
"6197","Tarentola maioensis",-4.482,2.945
"6198","Tarentola mauritanica",-4.482,2.945
"6199","Tarentola mindiae",-4.482,2.945
"6200","Tarentola neglecta",-4.482,2.945
"6201","Tarentola nicolauensis",-4.482,2.945
"6202","Tarentola parvicarinata",-4.482,2.945
"6203","Tarentola pastoria",-4.482,2.945
"6204","Tarentola protogigas",-4.482,2.945
"6205","Tarentola raziana",-4.482,2.945
"6206","Tarentola rudis",-4.482,2.945
"6207","Tarentola substituta",-4.482,2.945
"6208","Techmarscincus jigurru",-5.125,3.229
"6209","Teira dugesii",-4.543,2.951
"6210","Teius oculatus",-4.747,3.11
"6211","Teius suquiensis",-4.747,3.11
"6212","Teius teyou",-4.747,3.11
"6213","Tenuidactylus bogdanovi",-4.242,2.761
"6214","Tenuidactylus caspius",-4.242,2.761
"6215","Tenuidactylus dadunensis",-4.242,2.761
"6216","Tenuidactylus elongatus",-4.242,2.761
"6217","Tenuidactylus fedtschenkoi",-4.242,2.761
"6218","Tenuidactylus longipes",-4.242,2.761
"6219","Tenuidactylus turcmenicus",-4.242,2.761
"6220","Tenuidactylus voraginosus",-4.242,2.761
"6221","Teratoscincus bedriagai",-4.558,2.97
"6222","Teratoscincus keyserlingii",-4.558,2.97
"6223","Teratoscincus microlepis",-4.558,2.97
"6224","Teratoscincus przewalskii",-4.558,2.97
"6225","Teratoscincus roborowskii",-4.558,2.97
"6226","Teratoscincus scincus",-4.558,2.97
"6227","Teratoscincus sistanense",-4.558,2.97
"6228","Tetradactylus africanus",-4.207,2.471
"6229","Tetradactylus breyeri",-4.207,2.471
"6230","Tetradactylus eastwoodae",-4.207,2.471
"6231","Tetradactylus ellenbergeri",-4.207,2.471
"6232","Tetradactylus seps",-4.783,3.085
"6233","Tetradactylus tetradactylus",-4.207,2.471
"6234","Tetradactylus udzungwensis",-4.207,2.471
"6235","Thaumatorhynchus brooksi",-4.686,3.105
"6236","Thecadactylus oskrobapreinorum",-4.482,2.945
"6237","Thecadactylus rapicauda",-4.482,2.945
"6238","Thecadactylus solimoensis",-4.482,2.945
"6239","Tiliqua adelaidensis",-5.125,3.229
"6240","Tiliqua gigas",-5.125,3.229
"6241","Tiliqua multifasciata",-5.125,3.229
"6242","Tiliqua nigrolutea",-5.125,3.229
"6243","Tiliqua occipitalis",-5.125,3.229
"6244","Tiliqua rugosa",-5.125,3.229
"6245","Tiliqua scincoides",-5.125,3.229
"6246","Timon kurdistanicus",-4.543,2.951
"6247","Timon lepidus",-4.543,2.951
"6248","Timon nevadensis",-4.543,2.951
"6249","Timon pater",-4.543,2.951
"6250","Timon princeps",-4.543,2.951
"6251","Timon tangitanus",-4.543,2.951
"6252","Toenayar novemcarinata",-5.125,3.229
"6253","Toropuku stephensi",-4.804,3.057
"6254","Tracheloptychus madagascariensis",-4.783,3.085
"6255","Tracheloptychus petersi",-4.783,3.085
"6256","Trachydactylus hajarensis",-4.242,2.761
"6257","Trachydactylus spatalurus",-4.242,2.761
"6258","Trachylepis acutilabris",-5.125,3.229
"6259","Trachylepis adamastor",-5.125,3.229
"6260","Trachylepis affinis",-5.125,3.229
"6261","Trachylepis albilabris",-5.125,3.229
"6262","Trachylepis albotaeniata",-5.125,3.229
"6263","Trachylepis angolensis",-5.125,3.229
"6264","Trachylepis atlantica",-5.125,3.229
"6265","Trachylepis aureopunctata",-5.125,3.229
"6266","Trachylepis bayonii",-5.125,3.229
"6267","Trachylepis bensonii",-5.125,3.229
"6268","Trachylepis betsileana",-5.125,3.229
"6269","Trachylepis binotata",-5.125,3.229
"6270","Trachylepis bocagii",-5.125,3.229
"6271","Trachylepis boettgeri",-5.125,3.229
"6272","Trachylepis boulengeri",-5.125,3.229
"6273","Trachylepis brauni",-5.125,3.229
"6274","Trachylepis brevicollis",-5.125,3.229
"6275","Trachylepis buettneri",-5.125,3.229
"6276","Trachylepis capensis",-5.125,3.229
"6277","Trachylepis casuarinae",-5.125,3.229
"6278","Trachylepis chimbana",-5.125,3.229
"6279","Trachylepis comorensis",-5.125,3.229
"6280","Trachylepis cristinae",-5.125,3.229
"6281","Trachylepis damarana",-5.125,3.229
"6282","Trachylepis depressa",-5.125,3.229
"6283","Trachylepis dichroma",-5.125,3.229
"6284","Trachylepis dumasi",-5.125,3.229
"6285","Trachylepis elegans",-5.125,3.229
"6286","Trachylepis ferrarai",-5.125,3.229
"6287","Trachylepis gonwouoi",-5.125,3.229
"6288","Trachylepis gravenhorstii",-5.125,3.229
"6289","Trachylepis hemmingi",-5.125,3.229
"6290","Trachylepis hildebrandtii",-5.125,3.229
"6291","Trachylepis hoeschi",-5.125,3.229
"6292","Trachylepis homalocephala",-5.125,3.229
"6293","Trachylepis infralineata",-5.125,3.229
"6294","Trachylepis irregularis",-5.125,3.229
"6295","Trachylepis keroanensis",-5.125,3.229
"6296","Trachylepis lacertiformis",-5.125,3.229
"6297","Trachylepis laevigata",-5.125,3.229
"6298","Trachylepis laevis",-5.125,3.229
"6299","Trachylepis lavarambo",-5.125,3.229
"6300","Trachylepis loluiensis",-5.125,3.229
"6301","Trachylepis maculata",-5.125,3.229
"6302","Trachylepis maculilabris",-5.125,3.229
"6303","Trachylepis madagascariensis",-5.125,3.229
"6304","Trachylepis makolowodei",-5.125,3.229
"6305","Trachylepis margaritifera",-5.125,3.229
"6306","Trachylepis megalura",-5.125,3.229
"6307","Trachylepis mekuana",-5.125,3.229
"6308","Trachylepis mlanjensis",-5.125,3.229
"6309","Trachylepis nancycoutuae",-5.125,3.229
"6310","Trachylepis nganghae",-5.125,3.229
"6311","Trachylepis occidentalis",-5.125,3.229
"6312","Trachylepis ozorii",-5.125,3.229
"6313","Trachylepis pendeana",-5.125,3.229
"6314","Trachylepis perrotetii",-5.125,3.229
"6315","Trachylepis planifrons",-5.125,3.229
"6316","Trachylepis polytropis",-5.125,3.229
"6317","Trachylepis principensis",-5.125,3.229
"6318","Trachylepis pulcherrima",-5.125,3.229
"6319","Trachylepis punctatissima",-5.125,3.229
"6320","Trachylepis punctulata",-5.125,3.229
"6321","Trachylepis quinquetaeniata",-5.125,3.229
"6322","Trachylepis rodenburgi",-5.125,3.229
"6323","Trachylepis sechellensis",-5.125,3.229
"6324","Trachylepis socotrana",-5.125,3.229
"6325","Trachylepis sparsa",-5.125,3.229
"6326","Trachylepis spilogaster",-5.125,3.229
"6327","Trachylepis striata",-5.125,3.229
"6328","Trachylepis sulcata",-5.125,3.229
"6329","Trachylepis tandrefana",-5.125,3.229
"6330","Trachylepis tavaratra",-5.125,3.229
"6331","Trachylepis tessellata",-5.125,3.229
"6332","Trachylepis thomensis",-5.125,3.229
"6333","Trachylepis varia",-5.125,3.229
"6334","Trachylepis variegata",-5.125,3.229
"6335","Trachylepis vato",-5.125,3.229
"6336","Trachylepis vezo",-5.125,3.229
"6337","Trachylepis volamenaloha",-5.125,3.229
"6338","Trachylepis wingati",-5.125,3.229
"6339","Trachylepis wrightii",-5.125,3.229
"6340","Trapelus agilis",-4.686,3.105
"6341","Trapelus agnetae",-4.686,3.105
"6342","Trapelus boehmei",-4.686,3.105
"6343","Trapelus flavimaculatus",-4.686,3.105
"6344","Trapelus jayakari",-4.686,3.105
"6345","Trapelus megalonyx",-4.686,3.105
"6346","Trapelus mutabilis",-4.686,3.105
"6347","Trapelus rubrigularis",-4.686,3.105
"6348","Trapelus ruderatus",-4.686,3.105
"6349","Trapelus sanguinolentus",-4.686,3.105
"6350","Trapelus savignii",-4.686,3.105
"6351","Trapelus schmitzi",-4.686,3.105
"6352","Trapelus tournevillei",-4.686,3.105
"6353","Tretioscincus agilis",-5.178,3.302
"6354","Tretioscincus bifasciatus",-5.178,3.302
"6355","Tretioscincus oriximinensis",-5.178,3.302
"6356","Tribolonotus annectens",-5.125,3.229
"6357","Tribolonotus blanchardi",-5.125,3.229
"6358","Tribolonotus brongersmai",-5.125,3.229
"6359","Tribolonotus choiseulensis",-5.125,3.229
"6360","Tribolonotus gracilis",-5.125,3.229
"6361","Tribolonotus novaeguineae",-5.125,3.229
"6362","Tribolonotus parkeri",-5.125,3.229
"6363","Tribolonotus ponceleti",-5.125,3.229
"6364","Tribolonotus pseudoponceleti",-5.125,3.229
"6365","Tribolonotus schmidti",-5.125,3.229
"6366","Trioceros affinis",-3.997,2.68
"6367","Trioceros balebicornutus",-3.997,2.68
"6368","Trioceros bitaeniatus",-3.997,2.68
"6369","Trioceros camerunensis",-3.997,2.68
"6370","Trioceros chapini",-3.997,2.68
"6371","Trioceros conirostratus",-3.997,2.68
"6372","Trioceros cristatus",-3.997,2.68
"6373","Trioceros deremensis",-3.997,2.68
"6374","Trioceros ellioti",-3.997,2.68
"6375","Trioceros feae",-3.997,2.68
"6376","Trioceros fuelleborni",-3.997,2.68
"6377","Trioceros goetzei",-3.997,2.68
"6378","Trioceros hanangensis",-3.997,2.68
"6379","Trioceros harennae",-3.997,2.68
"6380","Trioceros hoehnelii",-3.997,2.68
"6381","Trioceros incornutus",-3.997,2.68
"6382","Trioceros ituriensis",-3.997,2.68
"6383","Trioceros jacksonii",-3.997,2.68
"6384","Trioceros johnstoni",-3.997,2.68
"6385","Trioceros kinangopensis",-3.997,2.68
"6386","Trioceros kinetensis",-3.997,2.68
"6387","Trioceros laterispinis",-3.997,2.68
"6388","Trioceros marsabitensis",-3.997,2.68
"6389","Trioceros melleri",-3.997,2.68
"6390","Trioceros montium",-3.997,2.68
"6391","Trioceros narraioca",-3.997,2.68
"6392","Trioceros ntunte",-3.997,2.68
"6393","Trioceros nyirit",-3.997,2.68
"6394","Trioceros oweni",-3.997,2.68
"6395","Trioceros perreti",-3.997,2.68
"6396","Trioceros pfefferi",-3.997,2.68
"6397","Trioceros quadricornis",-3.997,2.68
"6398","Trioceros rudis",-3.997,2.68
"6399","Trioceros schoutedeni",-3.997,2.68
"6400","Trioceros schubotzi",-3.997,2.68
"6401","Trioceros serratus",-3.997,2.68
"6402","Trioceros sternfeldi",-3.997,2.68
"6403","Trioceros tempeli",-3.997,2.68
"6404","Trioceros werneri",-3.997,2.68
"6405","Trioceros wiedersheimi",-3.997,2.68
"6406","Trogonophis wiegmanni",-5.858,2.943
"6407","Tropidophorus assamensis",-5.125,3.229
"6408","Tropidophorus baconi",-5.125,3.229
"6409","Tropidophorus baviensis",-5.125,3.229
"6410","Tropidophorus beccarii",-5.125,3.229
"6411","Tropidophorus berdmorei",-5.125,3.229
"6412","Tropidophorus boehmei",-5.125,3.229
"6413","Tropidophorus brookei",-5.125,3.229
"6414","Tropidophorus cocincinensis",-5.125,3.229
"6415","Tropidophorus davaoensis",-5.125,3.229
"6416","Tropidophorus grayi",-5.125,3.229
"6417","Tropidophorus guangxiensis",-5.125,3.229
"6418","Tropidophorus hainanus",-5.125,3.229
"6419","Tropidophorus hangnam",-5.125,3.229
"6420","Tropidophorus iniquus",-5.125,3.229
"6421","Tropidophorus laotus",-5.125,3.229
"6422","Tropidophorus latiscutatus",-5.125,3.229
"6423","Tropidophorus matsuii",-5.125,3.229
"6424","Tropidophorus microlepis",-5.125,3.229
"6425","Tropidophorus micropus",-5.125,3.229
"6426","Tropidophorus misaminius",-5.125,3.229
"6427","Tropidophorus mocquardii",-5.125,3.229
"6428","Tropidophorus murphyi",-5.125,3.229
"6429","Tropidophorus noggei",-5.125,3.229
"6430","Tropidophorus partelloi",-5.125,3.229
"6431","Tropidophorus perplexus",-5.125,3.229
"6432","Tropidophorus robinsoni",-5.125,3.229
"6433","Tropidophorus sebi",-5.125,3.229
"6434","Tropidophorus sinicus",-5.125,3.229
"6435","Tropidophorus thai",-5.125,3.229
"6436","Tropidosaura cottrelli",-4.543,2.951
"6437","Tropidosaura essexi",-4.543,2.951
"6438","Tropidosaura gularis",-4.543,2.951
"6439","Tropidosaura montana",-4.543,2.951
"6440","Tropidoscincus aubrianus",-5.125,3.229
"6441","Tropidoscincus boreus",-5.125,3.229
"6442","Tropidoscincus variabilis",-5.125,3.229
"6443","Tropidurus arenarius",-3.884,2.719
"6444","Tropidurus bogerti",-3.884,2.719
"6445","Tropidurus callathelys",-3.884,2.719
"6446","Tropidurus catalanensis",-3.884,2.719
"6447","Tropidurus chromatops",-3.884,2.719
"6448","Tropidurus cocorobensis",-3.884,2.719
"6449","Tropidurus erythrocephalus",-3.884,2.719
"6450","Tropidurus etheridgei",-3.884,2.719
"6451","Tropidurus guarani",-3.884,2.719
"6452","Tropidurus helenae",-3.884,2.719
"6453","Tropidurus hispidus",-3.884,2.719
